smartstore,category,product_id,product_option,user_id,apply_date,review,customer_info,stars_score,thumb_count
채소애 (사업자 / 개인 사업자),상품,5787852677,깐쪽파(800g),ruby********,24.11.09.,싱싱하고 좋고   눈이아플 정도로 맵삽해요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),"상품, 배송",5787852677,흙쪽파,kidl****,24.10.18.,꼼꼼한 포장 감사드려요. 한단은 많이 가늘어요..^^ 빨리 파김치 해먹어야 겠네요.. 잘 받았습니다. 감사해요.,"{'구매자': '거주인원 4인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),eksq*****,24.11.08.,까놓은지 좀 된것같은 상태..,"{'신선함': '적당해요', '생산지': '명확해요', '포장': '적당해요'}",3,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),myma***,24.10.22.,너무너무 맘에 들어요. 초록부분도 상한거 없이 오고 싱싱하고 게다가 얇아서 너무 좋아요 ㅎ,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),2d****,24.11.02.,마트에서 살까 고민 하다 편하게 인터넷 주문 했는데 박스 뜯고 너무 싱싱해서 엄청 만족했고 야들야들 해서 만족했고 맛있어서 또 만족 했어요 억센 파 아니고 부들부들 촉촉한 파 너무 좋아요,"{'구매자': '거주인원 3인대가족', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),dpff*****,24.10.09.,그동안 쪽파를 구입해본 것중 제일 좋아요~ 매우 만족합니다~신선하고 깨끗한여 씻는데 힘들지 않았고 김치만드는 시간 내내 맛있을 생각하며 덕분에 즐거운 시간이었어요~,"{'구매자': '거주인원 4인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),배송,5787852677,기장 깐쪽파(750g),rtyu*****,24.10.30.,넘 고급지게 배송이 오네요. 매번 파는 여기서 구매해요.,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,bbon*****,24.10.25.,재구매지난번 쪽파보다 크고 싱싱했어요.다듬는데 실지렁이가 나와서 기겁했지만 어쩔 수 없지요.ㅎ,"{'신선함': '적당해요', '생산지': '찾기 어려워요', '포장': '적당해요'}",5,0
채소애 (사업자 / 개인 사업자),기타,5787852677,흙쪽파,hy****,24.11.03.,맛있게 먹겠습니다 감사합니다,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),gomt*****,24.11.07.,잘잘한 쪽파를 찾았는데 딱이에요,"{'신선함': '적당해요', '생산지': '명확해요', '포장': '적당해요'}",4,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,woja***,24.10.19.,쪽파 잘 받았습니다 좀전에 받아서 급하게 파김치 했습니다 맛있게 잘 되었어요 쪽파 연하고 좋아요 ~,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,fame****,24.11.06.,한달사용기신선하게 잘 받아 파김치 해먹었습니다~,"{'구매자': '거주인원 1인싱글', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),lim9******,24.10.15.,좋아요~맛있고 재구매합니다,"{'구매자': '거주인원 4인싱글', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,pul0*****,24.11.07.,1kg 3개주문하였는데 1단만 괜챦고 2Kg는 파가너무가늘고작아 덜자란걸보냈는지 실처럼 가늘어 다듬는데  무척힘들었네요 다시는 안사요,"{'구매자': '거주인원 1인싱글', '신선함': '안신선해요', '생산지': '명확해요', '포장': '적당해요'}",2,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,ha****,24.10.26.,한달사용기재구매너무 비쌌지만 쪽파김치를 위해서!!!!맛있게 잘먹었습니다~^^,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),myst*****,24.11.06.,지난주 구매 후 재구매 했어요 이번에 온건 끝이 조금 마르고 상했지만  다른곳보단 대만족입니다 쪽파는 이집으로 단골 확정입니다!!,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),"상품, 배송",5787852677,기장 깐쪽파(750g),hijj****,24.10.29.,쪽파가 가늘고 맵지않아요 싱싱하게 빨리 도착했습니다,"{'구매자': '거주인원 3인영유아 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",4,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,rich*****,24.10.30.,매번 주문할때마다 좋은 상품으로 보내주시네요.^^,"{'구매자': '거주인원 4인', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,aqua********,24.11.07.,잘 받았습니다.넘 작아 다듬는데 애먹었습니다. 다 자라지 않았는데 판매하신것 같아요~~,"{'신선함': '적당해요', '생산지': '명확해요', '포장': '적당해요'}",3,0
채소애 (사업자 / 개인 사업자),배송,5787852677,흙쪽파,amag*******,24.10.29.,배송도 빠르고 포장 상태도 아주 좋습니다,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),"상품, 기타",5787852677,흙쪽파,yeoj*******,24.10.25.,매우 싱싱해요. 만족합니다.,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,adve***,24.11.01.,"한달사용기너무 싱싱하고 좋은 파였습니다. 너무 많이사서 다듬느라 고생했찌만 ㅎㅎㅎ 너무 싱싱해서 그런지, 파김치 다 먹을때까지 파의 힘이 살아있어요 ㅋㅋ","{'구매자': '거주인원 2인신혼/부부', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,butt*********,24.10.19.,재구매연하고맛있어요 두단이라 다듬기힘들었지만 계속구매할거에요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,sm****,24.11.06.,2단 구입해 ~1단정도 나왔어요 물 푸욱 담가서 온것처럼 정말 토욜에 꼭 써야해서 50%는 버린것 같았습니다 너무 하셨어요~,"{'신선함': '안신선해요', '생산지': '찾기 어려워요', '포장': '별로예요'}",2,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,sa88****,24.10.23.,파김치를 너무 좋아하는데 사먹기는 부담스러워서 동네마트서 쪽파사다 담글려햇더니 상태도 안좋은데 넘비싸더라구요 싱싱한 쪽파 주문해서 김치 담궛더니  너무 맛있고 뿌듯하네요~~^^ 김장철에도 주문 가능할까요?,"{'구매자': '거주인원 2인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),sang******,24.10.27.,쪽파는 기장입니다.대가리가 조금 작아 아쉽지만 파김치 담아서대패랑 맛나게 먹었어요.손질 잘 되어서 좋아요.,"{'구매자': '거주인원 2인신혼/부부', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,moon******,24.10.16.,싱싱하고 좋습니다. 쪽파숙회해서 먹으니 꿀맛입니다.,"{'구매자': '거주인원 4인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '적당해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,sayj******,24.10.23.,기장쪽파 싱싱하고 얇아서좋아요,"{'구매자': '거주인원 4인', '신선함': '적당해요', '생산지': '명확해요', '포장': '적당해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,yeoj*******,24.10.25.,매우 싱싱 합니다. 만족해요.,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,winn******,24.11.09.,한달사용기재구매신선한 상태로 배달이 잘 되어 좋아요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '적당해요'}",4,0
채소애 (사업자 / 개인 사업자),배송,5787852677,흙쪽파,yhju******,24.10.25.,배송도빠르고 좋아요,"{'신선함': '적당해요', '생산지': '명확해요', '포장': '적당해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,기장 깐쪽파(750g),yunj*****,24.11.01.,다듬어진 쪽파사길 정말 잘했어요. 쪽파머리가 가늘어서 파김치용으론 너무 좋습니다.,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,ji****,24.10.26.,싱싱하고 좋아요 ㅎ,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),"상품, 배송",5787852677,흙쪽파,sobe********,24.10.23.,진짜 싱싱하고 배송 빨라요!,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,butt*********,24.10.11.,파김치맛있게담궈서 나눠먹었어요 재주문해야겠어요~감사합니다,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),배송,5787852677,흙쪽파,kysj*****,24.10.25.,쪽파인데도 싱싱함이 유지  되도록 정성껏 포장해서  보내주셔서 너무 감사합니다 아주좋아요 번창하세요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,fame****,24.10.06.,파가 원래 긁기가 보통 마트에서 판매하는 제품보다 얇은가요? 보통 쪽파에 비해 너무 여리여리해서요 암튼 싱싱해서 좋습니다^^ 잘먹겠습니다,"{'구매자': '거주인원 1인싱글', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,ysje******,24.10.11.,한달사용기싱싱하고 좋았는데 쪽파가 너무 작아서 다듬기 힘들었고 딸아이가 중간크기 파를 좋아해서 조금 아쉬웠어요,"{'구매자': '거주인원 3인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",3,0
채소애 (사업자 / 개인 사업자),"상품, 배송",5787852677,기장 깐쪽파(750g),hees******,24.11.07.,싱싱해요. 빠른배송,"{'구매자': '거주인원 4인대가족', '신선함': '적당해요', '생산지': '명확해요', '포장': '적당해요'}",5,0
채소애 (사업자 / 개인 사업자),배송,5787852677,흙쪽파,vk****,24.10.23.,싱싱하게 잘 도착했어요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,bdbd****,24.10.08.,얇은 쪽파에요 요즘비싼데 파김치 먹고싶어서 주문했어요 잘다듬어 지게 싱싱해서 좋으네요,"{'구매자': '거주인원 2인', '신선함': '신선해요', '생산지': '명확해요', '포장': '적당해요'}",4,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,rlag*****,24.10.31.,기장파는 처음인데 4단 다듬는데 3시간반 걸렸어요.파가 연하고 좋은데 너무 얇아서 다듬기 힘듬,"{'신선함': '적당해요', '생산지': '찾기 어려워요', '포장': '적당해요'}",3,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,kore*****,24.09.28.,재구매파김치해먹기 너무좋은 사이즈입니다~~이번에도 맛있게 먹을수 있도록 신경써 주셔서 감사합니다~^^,"{'구매자': '취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,1
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,timm*****,24.10.30.,한달사용기신선그자체의 쪽파!!! 마치 사탕수수를 먹는듯한 달콤함에 계속 먹게되네요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,hmju********,24.10.18.,요즘 모든 채소값이 비싸서 조금씩 사먹다가 파김치먹고싶어서  조금 담가볼까 하고 쿠0에서 500그람짜리 두단은 구매했는데 오마이갓 이런걸 보냈는지 반품하고 여기저기 찿았다가 구매했어요 이틀만에 받았어요 이렇게 좋을거면 두단살걸 했어요 감사해요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,dunj****,24.10.29.,싱싱하고 굵기도 좋아요 단 양이 좀 작아요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),기타,5787852677,깐쪽파(800g),ll****,24.11.09.,감사히 잘 받았습니다 수고하세요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '적당해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,cms0***,24.10.15.,저번주문한 쪽파가 너무싱싱하고 좋아서 재주문했는데 이번파는 알도크고  크기도 대.소 이고 누런잎에.... 영~아니네요 저번 파김치는 맛있게 잘먹었는데 이번 파김치는 파자체가 질기고 맛이 없네요 손이 안가요,"{'구매자': '거주인원 3인취학자녀 가정', '신선함': '안신선해요', '생산지': '명확해요', '포장': '적당해요'}",3,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,wjdx****,24.11.01.,파가 너무 싱싱하고 좋아여 파김치 좋아해서 많이담구는데 리뷰대로 너무 좋네요!,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,yung*****,24.10.23.,너무 신선하고  품질이 좋았어요. 신선하니까 껍질이 얼마안나오고 실했어요,"{'구매자': '거주인원 2인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),"상품, 배송",5787852677,흙쪽파,dnjs******,24.11.08.,한달사용기양도 많고 맛있고 포장도 아주 꼼꼼해요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,mwdy***,24.11.09.,한달사용기파김치맛있게담궈먹었어요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,y7****,24.11.01.,재구매맛있어서 또주문합니다 최고입니다,"{'구매자': '거주인원 4인대가족', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,ah****,24.09.10.,완전 깜짝 놀랐네요 기대이상 !!너무 싱싱해서 밭으로 돌아가려해요 채소들이. 너무 감사합니다. 마트에서 바로 산거보다 더 싱싱 .아마 밭에서 바로 채취해서 보내신거 같아요 .잘 먹겠습니다~~고마워요.,"{'구매자': '거주인원 2인대가족', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,za****,24.08.27.,전에 시장에 가서 사서 파김치를 담아 먹었을 때 잔파는 뿌리 부분이 굵기가 커서 반으로 잘라서 먹기도 했는데 이 쪽파는 얇네요. 처음 먹어보는것 같아요.(다리 가는 사람을 극세사 다리라고 부르던데 이 쪽파를 극세사 쪽파라고 해도 될 듯 해요 . ㅎㅎ) 양념을 한 사진은 못 찍었는데 싱싱하긴 엄청 싱싱하고 좋아요.,"{'신선함': '신선해요', '포장': '꼼꼼해요', '생산지': '안써있어요'}",5,1
채소애 (사업자 / 개인 사업자),기타,5787852677,흙쪽파,dltj*******,24.11.07.,재구매이번에도 잘 담궈 먹었어요 ㅋ,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '적당해요'}",4,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,choi*******,24.10.26.,한달사용기재구매싱싱하게 잘 도착했고 파김치를 담으면 매운맛이 강한데 익으면 없어집니다,"{'구매자': '거주인원 4인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,yuna******,24.08.11.,"재구매솔직히 생야채를 이무더위에 인터넷으로구매하려니 망설여졌는데 저번6월경에도 이곳에서구매해서 만족하고먹었던기억으로 재구매하게 되었어요 기장파도 맛있지만고랭지쪽파도더 단단하니 매운맛이 슬쩍더 있어서 전 기장파보다 보성파나고랭지파를 선호합니다꼼꼼한포장에 감동먹고,신선한야채로. 김치와 파김치를담을수있었습니다,친정엄마집에 택배를 보낼려니 기분이 좋네요 진짜 맛있어요","{'구매자': '거주인원 4인취학자녀 가정', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,dodo****,24.10.05.,재구매엄청 신선해서 진액이 나오더라고요! 오자마자 파김치 담갔어요!,"{'구매자': '거주인원 4인대가족', '신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,1
채소애 (사업자 / 개인 사업자),상품,5787852677,깐쪽파(800g),yunj******,24.11.01.,재구매손질이 잘 되어있고 파가 달큰하니 맛있어요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,timm*****,24.10.30.,한달사용기재구매쪽파의 신선함에 최고의 반찬이 되었어요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),상품,5787852677,흙쪽파,hang******,24.10.06.,한달사용기김치담아 잘먹었어요.  아이가 파김치 좋아해서 구매했어요.,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
채소애 (사업자 / 개인 사업자),"상품, 기타",5546458502,황토 알타리무 1단,hee2***,24.11.09.,오앙 무가 왜케 예뿌데요 알타리무랑 초롱무랑 각각 사봤어요. 갈수록 작황이 안좋은 상황에서 이렇게 잘 키우셨는지 농부님께 감사합니다. 흙은 좀 있는 편이었지만 황토흙이 부들부들 무청도 연하고 손질하는데도 기분이 좋아지네요. 무청도 이정도면 아주 좋습니다. 남은 무청은 시래기국 해먹고 든든 택배로 받을 수 있음에 감사 알타리는 안자르고 그대로 딱 총각김치로 담기 좋은 사이즈고 초롱무도 4등분 해서 담갔어요~ 김치로 예쁘게 변신했습니다 절이면서 먹어봤는데 일단 무가 너무 맛있어서 몇번이나 먹었는지 몇 단 더 시킬껄 그랬네요 감장 전에 먹을거 좀 담갔는데 다 먹고 조만간 많이 주문하러 오겠습니다. 소개 많이 할게요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,1
채소애 (사업자 / 개인 사업자),"상품, 기타",5546458502,초롱무 1단,hee2***,24.11.09.,오앙 무가 왜케 예뿌데요 알타리무랑 초롱무랑 각각 사봤어요. 갈수록 작황이 안좋은 상황에서 이렇게 잘 키우셨는지 농부님께 감사합니다. 흙은 좀 있는 편이었지만 황토흙이 부들부들 무청도 연하고 손질하는데도 기분이 좋아지네요. 무청도 이정도면 아주 좋습니다. 남은 무청은 시래기국 해먹고 든든 택배로 받을 수 있음에 감사 알타리는 안자르고 그대로 딱 총각김치로 담기 좋은 사이즈고 초롱무도 4등분 해서 담갔어요~ 김치로 예쁘게 변신했습니다 절이면서 먹어봤는데 일단 무가 너무 맛있어서 몇번이나 먹었는지 몇 단 더 시킬껄 그랬네요 감장 전에 먹을거 좀 담갔는데 다 먹고 조만간 많이 주문하러 오겠습니다. 소개 많이 할게요,"{'신선함': '신선해요', '생산지': '명확해요', '포장': '꼼꼼해요'}",5,0
